Freq,Range,Doppler,Polarize,Ampltude,Ampltude_before_proc,Antena_channel,Noise
3.700,330,-2.344,90,66,9,11,65.109
3.700,335,5.469,90,66,9,7,65.109
3.700,340,0.781,90,66,9,1,65.109
3.700,345,5.469,90,66,9,7,65.109
3.700,350,-3.906,90,66,9,13,65.109
3.700,365,-5.469,90,72,10,15,65.109
3.700,370,-0.781,90,66,9,9,65.109
3.700,380,-0.781,90,66,9,9,65.109
3.700,385,-5.469,90,66,9,15,65.109
3.700,390,5.469,90,66,9,7,65.109
3.700,395,3.906,90,66,9,5,65.109
3.700,400,5.469,90,66,9,7,65.109
3.700,405,3.906,90,66,9,5,65.109
3.700,410,-5.469,90,66,9,15,65.109
3.700,415,3.906,90,66,9,5,65.109
3.700,420,-5.469,90,66,9,15,65.109
3.700,425,-2.344,90,66,9,11,65.109
3.700,430,5.469,90,66,9,7,65.109
3.700,435,-0.781,90,66,9,9,65.109
3.700,440,-2.344,90,66,9,11,65.109
3.700,450,-3.906,90,66,9,13,65.109
3.700,460,-2.344,90,66,9,11,65.109
3.700,465,-5.469,90,66,9,15,65.109
3.700,470,0.781,90,66,9,1,65.109
3.700,485,-0.781,90,66,9,9,65.109
3.700,490,-0.781,90,66,9,9,65.109
3.700,495,-0.781,90,66,9,9,65.109
3.700,505,3.906,90,66,9,5,65.109
3.700,510,-5.469,90,66,9,15,65.109
3.700,520,3.906,90,66,9,5,65.109
3.700,525,0.781,90,66,9,1,65.109
3.700,530,-2.344,90,66,9,11,65.109
3.700,535,-3.906,90,66,9,13,65.109
3.700,540,-2.344,90,66,9,11,65.109
3.700,545,0.781,90,66,9,1,65.109
3.700,550,2.344,90,66,9,3,65.109
3.700,560,3.906,90,66,9,5,65.109
3.700,570,-3.906,90,66,9,13,65.109
3.700,575,-2.344,90,66,9,11,65.109
3.700,580,-5.469,90,66,9,15,65.109
3.700,585,2.344,90,66,9,3,65.109
3.700,595,5.469,90,66,9,7,65.109
3.700,600,2.344,90,66,9,3,65.109
3.700,605,2.344,90,66,9,3,65.109
3.700,610,3.906,90,66,9,5,65.109
3.700,615,-5.469,90,66,9,15,65.109
3.700,620,-3.906,90,66,9,13,65.109
3.700,625,3.906,90,66,9,5,65.109
3.700,630,3.906,90,66,9,5,65.109
3.700,635,-3.906,90,66,9,13,65.109
3.700,640,2.344,90,66,9,3,65.109
3.700,645,2.344,90,66,9,3,65.109
3.700,650,-5.469,90,66,9,15,65.109
3.700,655,5.469,90,66,9,7,65.109
3.700,660,-0.781,90,66,9,9,65.109
3.700,665,-5.469,90,66,9,15,65.109
3.700,670,5.469,90,66,9,7,65.109
3.700,675,3.906,90,66,9,5,65.109
3.700,680,5.469,90,66,9,7,65.109
3.700,685,-3.906,90,66,9,13,65.109
3.700,690,5.469,90,66,9,7,65.109
3.800,60,5.469,90,66,9,7,64.641
3.800,65,5.469,90,66,9,7,64.641
3.800,75,-5.469,90,66,9,15,64.641
3.800,80,-2.344,90,66,9,11,64.641
3.800,85,2.344,90,66,9,3,64.641
3.800,90,2.344,90,66,9,3,64.641
3.800,95,0.781,90,66,9,1,64.641
3.800,100,-0.781,90,66,9,9,64.641
3.800,105,-0.781,90,66,9,9,64.641
3.800,110,0.781,90,66,9,1,64.641
3.800,130,-5.469,90,66,9,15,64.641
3.800,135,2.344,90,66,9,3,64.641
3.800,145,-5.469,90,66,9,15,64.641
3.800,150,-0.781,90,66,9,9,64.641
3.800,155,-3.906,90,66,9,13,64.641
3.800,160,0.781,90,66,9,1,64.641
3.800,165,2.344,90,66,9,3,64.641
3.800,180,3.906,90,66,9,5,64.641
3.800,185,-2.344,90,66,9,11,64.641
3.800,195,5.469,90,66,9,7,64.641
3.800,210,0.781,90,72,10,1,64.641
3.800,215,-0.781,90,66,9,9,64.641
3.800,220,-2.344,90,66,9,11,64.641
3.800,230,-0.781,90,66,9,9,64.641
3.800,235,-3.906,90,66,9,13,64.641
3.800,240,-3.906,90,72,10,13,64.641
3.800,245,-5.469,90,66,9,15,64.641
3.800,250,-2.344,90,66,9,11,64.641
3.800,260,-3.906,90,66,9,13,64.641
3.800,270,3.906,90,66,9,5,64.641
3.800,275,0.781,90,66,9,1,64.641
3.800,280,-5.469,90,66,9,15,64.641
3.800,285,2.344,90,66,9,3,64.641
3.800,290,2.344,90,66,9,3,64.641
3.800,295,-3.906,90,66,9,13,64.641
3.800,305,5.469,90,66,9,7,64.641
3.800,310,-0.781,90,66,9,9,64.641
3.800,315,-5.469,90,66,9,15,64.641
3.800,320,-5.469,90,66,9,15,64.641
3.800,330,-3.906,90,66,9,13,64.641
3.800,335,-2.344,90,66,9,11,64.641
3.800,340,-3.906,90,66,9,13,64.641
3.800,345,5.469,90,66,9,7,64.641
3.800,355,5.469,90,66,9,7,64.641
3.800,360,-2.344,90,66,9,11,64.641
3.800,380,-5.469,90,66,9,15,64.641
3.800,390,-5.469,90,66,9,15,64.641
3.800,395,-3.906,90,66,9,13,64.641
3.800,400,3.906,90,66,9,5,64.641
3.800,410,3.906,90,66,9,5,64.641
3.800,415,5.469,90,66,9,7,64.641
3.800,425,0.781,90,66,9,1,64.641
3.800,430,5.469,90,66,9,7,64.641
3.800,435,5.469,90,66,9,7,64.641
3.800,440,-5.469,90,66,9,15,64.641
3.800,445,-5.469,90,66,9,15,64.641
3.800,450,3.906,90,66,9,5,64.641
3.800,455,-2.344,90,66,9,11,64.641
3.800,460,0.781,90,66,9,1,64.641
3.800,465,-0.781,90,66,9,9,64.641
3.800,470,2.344,90,66,9,3,64.641
3.800,475,-0.781,90,66,9,9,64.641
3.800,485,5.469,90,66,9,7,64.641
3.800,490,-3.906,90,66,9,13,64.641
3.800,495,0.781,90,66,9,1,64.641
3.800,500,0.781,90,66,9,1,64.641
3.800,515,-3.906,90,66,9,13,64.641
3.800,525,-3.906,90,66,9,13,64.641
3.800,530,3.906,90,66,9,5,64.641
3.800,545,-2.344,90,66,9,11,64.641
3.800,550,0.781,90,66,9,1,64.641
3.800,555,-3.906,90,66,9,13,64.641
3.800,560,-3.906,90,66,9,13,64.641
3.800,565,5.469,90,66,9,7,64.641
3.800,575,-0.781,90,66,9,9,64.641
3.800,580,-5.469,90,66,9,15,64.641
3.800,590,5.469,90,66,9,7,64.641
3.800,595,2.344,90,66,9,3,64.641
3.800,605,-3.906,90,66,9,13,64.641
3.800,610,-3.906,90,66,9,13,64.641
3.800,615,-3.906,90,66,9,13,64.641
3.800,620,-3.906,90,66,9,13,64.641
3.800,625,-5.469,90,66,9,15,64.641
3.800,630,-5.469,90,72,10,15,64.641
3.800,635,3.906,90,66,9,5,64.641
3.800,640,3.906,90,66,9,5,64.641
3.800,645,3.906,90,66,9,5,64.641
3.800,650,3.906,90,66,9,5,64.641
3.800,655,-2.344,90,66,9,11,64.641
3.800,660,3.906,90,66,9,5,64.641
3.800,665,5.469,90,66,9,7,64.641
3.800,670,-5.469,90,66,9,15,64.641
3.800,680,-0.781,90,66,9,9,64.641
3.800,685,5.469,90,66,9,7,64.641
3.800,690,-5.469,90,66,9,15,64.641
3.800,695,-5.469,90,66,9,15,64.641
3.900,60,5.469,90,66,9,7,65.016
3.900,65,2.344,90,66,9,3,65.016
3.900,80,-0.781,90,72,10,9,65.016
3.900,90,-3.906,90,66,9,13,65.016
3.900,95,-2.344,90,72,10,11,65.016
3.900,100,-3.906,90,66,9,13,65.016
3.900,115,-5.469,90,66,9,15,65.016
3.900,120,5.469,90,66,9,7,65.016
3.900,125,5.469,90,66,9,7,65.016
3.900,135,0.781,90,66,9,1,65.016
3.900,140,-2.344,90,66,9,11,65.016
3.900,150,-5.469,90,66,9,15,65.016
3.900,155,-2.344,90,66,9,11,65.016
3.900,160,-0.781,90,66,9,9,65.016
3.900,165,0.781,90,66,9,1,65.016
3.900,170,-5.469,90,66,9,15,65.016
3.900,175,-5.469,90,66,9,15,65.016
3.900,180,-0.781,90,66,9,9,65.016
3.900,190,-0.781,90,66,9,9,65.016
3.900,195,5.469,90,66,9,7,65.016
3.900,200,5.469,90,66,9,7,65.016
3.900,205,0.781,90,66,9,1,65.016
3.900,215,-0.781,90,66,9,9,65.016
3.900,220,-2.344,90,66,9,11,65.016
3.900,225,5.469,90,72,10,7,65.016
3.900,235,-2.344,90,66,9,11,65.016
3.900,240,2.344,90,66,9,3,65.016
3.900,245,2.344,90,66,9,3,65.016
3.900,250,5.469,90,66,9,7,65.016
3.900,255,5.469,90,66,9,7,65.016
3.900,265,0.781,90,66,9,1,65.016
3.900,275,-0.781,90,66,9,9,65.016
3.900,280,-0.781,90,66,9,9,65.016
3.900,285,-0.781,90,66,9,9,65.016
3.900,290,3.906,90,66,9,5,65.016
3.900,295,-0.781,90,66,9,9,65.016
3.900,300,-0.781,90,66,9,9,65.016
3.900,320,-2.344,90,66,9,11,65.016
3.900,330,-3.906,90,66,9,13,65.016
3.900,335,-5.469,90,72,10,15,65.016
3.900,340,2.344,90,66,9,3,65.016
3.900,345,-0.781,90,66,9,9,65.016
3.900,350,-5.469,90,66,9,15,65.016
3.900,355,-0.781,90,66,9,9,65.016
3.900,360,-5.469,90,66,9,15,65.016
3.900,365,-3.906,90,66,9,13,65.016
3.900,370,-0.781,90,66,9,9,65.016
3.900,385,-5.469,90,66,9,15,65.016
3.900,390,-5.469,90,66,9,15,65.016
3.900,400,-3.906,90,66,9,13,65.016
3.900,405,5.469,90,66,9,7,65.016
3.900,410,-5.469,90,66,9,15,65.016
3.900,415,-5.469,90,66,9,15,65.016
3.900,420,2.344,90,66,9,3,65.016
3.900,425,3.906,90,66,9,5,65.016
3.900,430,-3.906,90,66,9,13,65.016
3.900,435,3.906,90,66,9,5,65.016
3.900,440,2.344,90,66,9,3,65.016
3.900,445,3.906,90,66,9,5,65.016
3.900,450,-5.469,90,66,9,15,65.016
3.900,455,0.781,90,66,9,1,65.016
3.900,465,-5.469,90,66,9,15,65.016
3.900,470,-0.781,90,66,9,9,65.016
3.900,475,0.781,90,66,9,1,65.016
3.900,480,-5.469,90,66,9,15,65.016
3.900,485,-3.906,90,66,9,13,65.016
3.900,490,0.781,90,66,9,1,65.016
3.900,495,0.781,90,66,9,1,65.016
3.900,500,-5.469,90,66,9,15,65.016
3.900,505,0.781,90,66,9,1,65.016
3.900,520,0.781,90,66,9,1,65.016
3.900,525,5.469,90,66,9,7,65.016
3.900,530,5.469,90,66,9,7,65.016
3.900,535,0.781,90,66,9,1,65.016
3.900,540,-5.469,90,66,9,15,65.016
3.900,545,-0.781,90,66,9,9,65.016
3.900,550,-0.781,90,66,9,9,65.016
3.900,555,5.469,90,66,9,7,65.016
3.900,560,-2.344,90,66,9,11,65.016
3.900,565,5.469,90,66,9,7,65.016
3.900,570,-0.781,90,66,9,9,65.016
3.900,575,-2.344,90,66,9,11,65.016
3.900,580,2.344,90,66,9,3,65.016
3.900,585,0.781,90,66,9,1,65.016
3.900,595,5.469,90,66,9,7,65.016
3.900,600,5.469,90,66,9,7,65.016
3.900,605,2.344,90,66,9,3,65.016
3.900,610,-0.781,90,66,9,9,65.016
3.900,615,2.344,90,66,9,3,65.016
3.900,625,-5.469,90,66,9,15,65.016
3.900,630,2.344,90,66,9,3,65.016
3.900,635,-2.344,90,66,9,11,65.016
3.900,640,-0.781,90,66,9,9,65.016
3.900,645,0.781,90,66,9,1,65.016
3.900,655,3.906,90,66,9,5,65.016
3.900,660,3.906,90,66,9,5,65.016
3.900,665,-5.469,90,66,9,15,65.016
3.900,670,-5.469,90,66,9,15,65.016
3.900,675,-5.469,90,66,9,15,65.016
3.900,680,5.469,90,66,9,7,65.016
3.900,685,0.781,90,66,9,1,65.016
3.900,690,-2.344,90,66,9,11,65.016
3.900,695,3.906,90,66,9,5,65.016
4.000,360,0.781,90,66,9,1,40.594
4.000,365,5.469,90,66,9,7,40.594
4.000,370,-5.469,90,66,9,15,40.594
4.000,375,5.469,90,66,9,7,40.594
4.000,380,5.469,90,66,9,7,40.594
4.000,385,-5.469,90,66,9,15,40.594
4.000,390,0.781,90,66,9,1,40.594
4.000,395,-5.469,90,66,9,15,40.594
4.000,400,-3.906,90,66,9,13,40.594
4.000,405,-3.906,90,66,9,13,40.594
4.000,410,3.906,90,60,8,5,40.594
4.000,415,-3.906,90,66,9,13,40.594
4.000,420,-2.344,90,60,8,11,40.594
4.000,425,5.469,90,66,9,7,40.594
4.000,430,5.469,90,66,9,7,40.594
4.000,435,2.344,90,66,9,3,40.594
4.000,440,5.469,90,66,9,7,40.594
4.000,445,-0.781,90,66,9,9,40.594
4.000,450,0.781,90,66,9,1,40.594
4.000,455,2.344,90,66,9,3,40.594
4.000,460,-5.469,90,66,9,15,40.594
4.000,465,-2.344,90,66,9,11,40.594
4.000,470,3.906,90,60,8,5,40.594
4.000,475,2.344,90,66,9,3,40.594
4.000,480,-5.469,90,60,8,15,40.594
4.000,485,-2.344,90,66,9,11,40.594
4.000,490,0.781,90,66,9,1,40.594
4.000,495,0.781,90,72,10,1,40.594
4.000,500,-0.781,90,78,11,9,40.594
4.000,505,0.781,90,66,9,1,40.594
4.000,510,2.344,90,66,9,3,40.594
4.000,515,3.906,90,66,9,5,40.594
4.000,520,5.469,90,66,9,7,40.594
4.000,525,3.906,90,66,9,5,40.594
4.000,530,0.781,90,66,9,1,40.594
4.000,535,-0.781,90,66,9,9,40.594
4.000,540,-5.469,90,66,9,15,40.594
4.000,545,-0.781,90,60,8,9,40.594
4.000,550,3.906,90,66,9,5,40.594
4.000,555,3.906,90,66,9,5,40.594
4.000,560,-5.469,90,66,9,15,40.594
4.000,565,-0.781,90,66,9,9,40.594
4.000,570,0.781,90,66,9,1,40.594
4.000,575,5.469,90,66,9,7,40.594
4.000,580,-2.344,90,66,9,11,40.594
4.000,585,-3.906,90,66,9,13,40.594
4.000,590,2.344,90,66,9,3,40.594
4.000,595,-5.469,90,60,8,15,40.594
4.000,600,-0.781,90,66,9,9,40.594
4.000,605,0.781,90,66,9,1,40.594
4.000,610,2.344,90,66,9,3,40.594
4.000,615,0.781,90,66,9,1,40.594
4.000,620,0.781,90,66,9,1,40.594
4.000,625,-2.344,90,66,9,11,40.594
4.000,630,2.344,90,60,8,3,40.594
4.000,635,-3.906,90,66,9,13,40.594
4.000,640,-2.344,90,66,9,11,40.594
4.000,645,-3.906,90,66,9,13,40.594
4.000,650,-2.344,90,66,9,11,40.594
4.000,655,3.906,90,72,10,5,40.594
4.000,660,-3.906,90,66,9,13,40.594
4.000,665,3.906,90,66,9,5,40.594
4.000,670,2.344,90,66,9,3,40.594
4.000,675,2.344,90,66,9,3,40.594
4.000,680,-5.469,90,66,9,15,40.594
4.000,685,5.469,90,66,9,7,40.594
4.000,690,-5.469,90,60,8,15,40.594
4.000,695,3.906,90,66,9,5,40.594
4.100,60,-0.781,90,60,8,9,35.344
4.100,65,-0.781,90,66,9,9,35.344
4.100,70,-0.781,90,66,9,9,35.344
4.100,75,0.781,90,60,8,1,35.344
4.100,80,-2.344,90,66,9,11,35.344
4.100,85,3.906,90,66,9,5,35.344
4.100,90,-5.469,90,66,9,15,35.344
4.100,95,-5.469,90,60,8,15,35.344
4.100,100,5.469,90,60,8,7,35.344
4.100,105,-5.469,90,66,9,15,35.344
4.100,110,0.781,90,66,9,1,35.344
4.100,115,0.781,90,66,9,1,35.344
4.100,120,-3.906,90,60,8,13,35.344
4.100,125,-3.906,90,66,9,13,35.344
4.100,130,-0.781,90,66,9,9,35.344
4.100,135,-5.469,90,66,9,15,35.344
4.100,140,-0.781,90,66,9,9,35.344
4.100,145,5.469,90,66,9,7,35.344
4.100,150,5.469,90,60,8,7,35.344
4.100,155,-3.906,90,66,9,13,35.344
4.100,160,-5.469,90,72,10,15,35.344
4.100,165,2.344,90,66,9,3,35.344
4.100,170,-5.469,90,60,8,15,35.344
4.100,175,-0.781,90,66,9,9,35.344
4.100,180,0.781,90,66,9,1,35.344
4.100,185,2.344,90,66,9,3,35.344
4.100,190,-3.906,90,66,9,13,35.344
4.100,195,5.469,90,66,9,7,35.344
4.100,200,0.781,90,66,9,1,35.344
4.100,205,-2.344,90,66,9,11,35.344
4.100,210,-5.469,90,66,9,15,35.344
4.100,215,-0.781,90,72,10,9,35.344
4.100,220,-3.906,90,66,9,13,35.344
4.100,225,-2.344,90,66,9,11,35.344
4.100,230,0.781,90,66,9,1,35.344
4.100,235,-0.781,90,66,9,9,35.344
4.100,240,2.344,90,66,9,3,35.344
4.100,245,-3.906,90,66,9,13,35.344
4.100,250,0.781,90,66,9,1,35.344
4.100,255,-5.469,90,60,8,15,35.344
4.100,260,3.906,90,66,9,5,35.344
4.100,265,-2.344,90,66,9,11,35.344
4.100,270,-5.469,90,60,8,15,35.344
4.100,275,3.906,90,66,9,5,35.344
4.100,280,2.344,90,66,9,3,35.344
4.100,285,-5.469,90,66,9,15,35.344
4.100,290,-5.469,90,66,9,15,35.344
4.100,295,5.469,90,66,9,7,35.344
4.100,300,5.469,90,66,9,7,35.344
4.100,305,-5.469,90,66,9,15,35.344
4.100,310,3.906,90,66,9,5,35.344
4.100,315,-5.469,90,66,9,15,35.344
4.100,320,3.906,90,66,9,5,35.344
4.100,325,3.906,90,72,10,5,35.344
4.100,345,0.781,-90,102,15,0,35.344
4.200,340,0.781,-90,24,2,0,12.891
4.200,345,0.781,-90,102,15,0,12.891
4.200,350,0.781,90,24,2,1,12.891
4.300,360,-5.469,90,66,9,15,41.062
4.300,365,-5.469,90,66,9,15,41.062
4.300,370,-5.469,90,66,9,15,41.062
4.300,375,-0.781,90,66,9,9,41.062
4.300,380,-5.469,90,66,9,15,41.062
4.300,385,-5.469,90,66,9,15,41.062
4.300,390,0.781,90,66,9,1,41.062
4.300,395,3.906,90,66,9,5,41.062
4.300,400,2.344,90,66,9,3,41.062
4.300,405,5.469,90,60,8,7,41.062
4.300,410,2.344,90,66,9,3,41.062
4.300,415,-3.906,90,66,9,13,41.062
4.300,420,-0.781,90,66,9,9,41.062
4.300,425,3.906,90,66,9,5,41.062
4.300,430,3.906,90,66,9,5,41.062
4.300,435,-0.781,90,66,9,9,41.062
4.300,440,5.469,90,66,9,7,41.062
4.300,445,-2.344,90,66,9,11,41.062
4.300,450,-5.469,90,66,9,15,41.062
4.300,455,0.781,90,60,8,1,41.062
4.300,460,-5.469,90,66,9,15,41.062
4.300,465,-3.906,90,60,8,13,41.062
4.300,470,5.469,90,66,9,7,41.062
4.300,475,5.469,90,66,9,7,41.062
4.300,480,-5.469,90,66,9,15,41.062
4.300,485,-2.344,90,66,9,11,41.062
4.300,490,-0.781,90,66,9,9,41.062
4.300,495,-5.469,90,66,9,15,41.062
4.300,500,-0.781,90,78,11,9,41.062
4.300,505,-0.781,90,90,13,9,41.062
4.300,510,0.781,90,78,11,1,41.062
4.300,515,-0.781,90,66,9,9,41.062
4.300,520,-5.469,90,66,9,15,41.062
4.300,525,-2.344,90,66,9,11,41.062
4.300,530,2.344,90,66,9,3,41.062
4.300,535,-0.781,90,66,9,9,41.062
4.300,540,-0.781,90,66,9,9,41.062
4.300,545,3.906,90,66,9,5,41.062
4.300,550,-5.469,90,66,9,15,41.062
4.300,555,-2.344,90,60,8,11,41.062
4.300,560,5.469,90,66,9,7,41.062
4.300,565,2.344,90,66,9,3,41.062
4.300,570,3.906,90,60,8,5,41.062
4.300,575,0.781,90,60,8,1,41.062
4.300,580,-5.469,90,60,8,15,41.062
4.300,585,2.344,90,66,9,3,41.062
4.300,590,3.906,90,66,9,5,41.062
4.300,595,-3.906,90,66,9,13,41.062
4.300,600,5.469,90,66,9,7,41.062
4.300,605,3.906,90,66,9,5,41.062
4.300,610,2.344,90,66,9,3,41.062
4.300,615,-0.781,90,66,9,9,41.062
4.300,620,-0.781,90,66,9,9,41.062
4.300,625,-5.469,90,66,9,15,41.062
4.300,630,-2.344,90,66,9,11,41.062
4.300,635,-2.344,90,66,9,11,41.062
4.300,640,-3.906,90,66,9,13,41.062
4.300,645,2.344,90,66,9,3,41.062
4.300,650,0.781,90,66,9,1,41.062
4.300,655,2.344,90,66,9,3,41.062
4.300,660,2.344,90,66,9,3,41.062
4.300,665,-2.344,90,66,9,11,41.062
4.300,670,5.469,90,66,9,7,41.062
4.300,675,-0.781,90,66,9,9,41.062
4.300,680,0.781,90,66,9,1,41.062
4.300,685,0.781,90,66,9,1,41.062
4.300,690,5.469,90,66,9,7,41.062
4.300,695,5.469,90,66,9,7,41.062
4.400,65,-5.469,90,66,9,15,63.047
4.400,70,-0.781,90,66,9,9,63.047
4.400,75,3.906,90,66,9,5,63.047
4.400,80,3.906,90,66,9,5,63.047
4.400,85,5.469,90,66,9,7,63.047
4.400,95,0.781,90,66,9,1,63.047
4.400,100,5.469,90,66,9,7,63.047
4.400,105,5.469,90,66,9,7,63.047
4.400,110,-3.906,90,66,9,13,63.047
4.400,120,5.469,90,66,9,7,63.047
4.400,125,5.469,90,72,10,7,63.047
4.400,130,-5.469,90,66,9,15,63.047
4.400,135,-5.469,90,66,9,15,63.047
4.400,145,0.781,90,66,9,1,63.047
4.400,150,2.344,90,66,9,3,63.047
4.400,155,-2.344,90,66,9,11,63.047
4.400,160,-3.906,90,66,9,13,63.047
4.400,165,-3.906,90,66,9,13,63.047
4.400,170,-0.781,90,66,9,9,63.047
4.400,180,-0.781,90,66,9,9,63.047
4.400,185,-0.781,90,66,9,9,63.047
4.400,190,2.344,90,66,9,3,63.047
4.400,195,5.469,90,66,9,7,63.047
4.400,200,3.906,90,66,9,5,63.047
4.400,215,5.469,90,66,9,7,63.047
4.400,220,3.906,90,66,9,5,63.047
4.400,225,0.781,90,66,9,1,63.047
4.400,235,-2.344,90,66,9,11,63.047
4.400,245,-5.469,90,66,9,15,63.047
4.400,260,-3.906,90,66,9,13,63.047
4.400,265,0.781,90,66,9,1,63.047
4.400,270,5.469,90,66,9,7,63.047
4.400,275,3.906,90,66,9,5,63.047
4.400,280,-3.906,90,66,9,13,63.047
4.400,285,5.469,90,66,9,7,63.047
4.400,290,5.469,90,66,9,7,63.047
4.400,295,2.344,90,66,9,3,63.047
4.400,300,-0.781,90,66,9,9,63.047
4.400,305,-0.781,90,66,9,9,63.047
4.400,310,-0.781,90,66,9,9,63.047
4.400,315,-0.781,90,66,9,9,63.047
4.400,320,2.344,90,66,9,3,63.047
4.400,325,3.906,90,66,9,5,63.047
4.400,360,-5.469,90,66,9,15,63.047
4.400,365,-0.781,90,66,9,9,63.047
4.400,370,0.781,90,66,9,1,63.047
4.400,375,0.781,90,66,9,1,63.047
4.400,380,-3.906,90,66,9,13,63.047
4.400,385,-3.906,90,66,9,13,63.047
4.400,390,0.781,90,66,9,1,63.047
4.400,395,-5.469,90,66,9,15,63.047
4.400,400,-3.906,90,66,9,13,63.047
4.400,405,-2.344,90,66,9,11,63.047
4.400,420,2.344,90,66,9,3,63.047
4.400,425,3.906,90,66,9,5,63.047
4.400,430,5.469,90,72,10,7,63.047
4.400,435,5.469,90,66,9,7,63.047
4.400,440,-3.906,90,66,9,13,63.047
4.400,445,-0.781,90,66,9,9,63.047
4.400,455,-5.469,90,66,9,15,63.047
4.400,460,5.469,90,66,9,7,63.047
4.400,470,0.781,90,66,9,1,63.047
4.400,475,2.344,90,66,9,3,63.047
4.400,485,5.469,90,66,9,7,63.047
4.400,490,-2.344,90,66,9,11,63.047
4.400,495,3.906,90,66,9,5,63.047
4.400,500,0.781,90,66,9,1,63.047
4.400,505,-0.781,90,72,10,9,63.047
4.400,510,-0.781,90,78,11,9,63.047
4.400,515,-0.781,90,84,12,9,63.047
4.400,520,-0.781,90,72,10,9,63.047
4.400,525,-2.344,90,66,9,11,63.047
4.400,530,0.781,90,66,9,1,63.047
4.400,540,0.781,90,66,9,1,63.047
4.400,545,-0.781,90,66,9,9,63.047
4.400,550,-0.781,90,66,9,9,63.047
4.400,560,5.469,90,66,9,7,63.047
4.400,565,-5.469,90,66,9,15,63.047
4.400,570,-2.344,90,66,9,11,63.047
4.400,575,0.781,90,66,9,1,63.047
4.400,580,3.906,90,66,9,5,63.047
4.400,585,5.469,90,66,9,7,63.047
4.400,590,0.781,90,66,9,1,63.047
4.400,595,-5.469,90,66,9,15,63.047
4.400,600,5.469,90,66,9,7,63.047
4.400,615,3.906,90,66,9,5,63.047
4.400,620,3.906,90,66,9,5,63.047
4.400,625,0.781,90,66,9,1,63.047
4.400,630,5.469,90,66,9,7,63.047
4.400,635,-3.906,90,66,9,13,63.047
4.400,645,3.906,90,66,9,5,63.047
4.400,650,3.906,90,66,9,5,63.047
4.400,655,3.906,90,66,9,5,63.047
4.400,660,2.344,90,66,9,3,63.047
4.400,665,2.344,90,66,9,3,63.047
4.400,675,-5.469,90,66,9,15,63.047
4.400,680,5.469,90,66,9,7,63.047
4.400,690,-2.344,90,66,9,11,63.047
4.500,60,5.469,90,66,9,7,63.328
4.500,65,-0.781,90,66,9,9,63.328
4.500,70,3.906,90,66,9,5,63.328
4.500,75,3.906,90,66,9,5,63.328
4.500,80,3.906,90,66,9,5,63.328
4.500,85,-0.781,90,66,9,9,63.328
4.500,90,2.344,90,66,9,3,63.328
4.500,95,5.469,90,66,9,7,63.328
4.500,100,5.469,90,66,9,7,63.328
4.500,105,2.344,90,66,9,3,63.328
4.500,110,0.781,90,66,9,1,63.328
4.500,115,0.781,90,66,9,1,63.328
4.500,120,-2.344,90,66,9,11,63.328
4.500,125,-5.469,90,66,9,15,63.328
4.500,130,-5.469,90,66,9,15,63.328
4.500,135,-5.469,90,66,9,15,63.328
4.500,140,-0.781,90,66,9,9,63.328
4.500,145,0.781,90,66,9,1,63.328
4.500,160,-5.469,90,66,9,15,63.328
4.500,165,-3.906,90,66,9,13,63.328
4.500,170,5.469,90,66,9,7,63.328
4.500,180,-3.906,90,66,9,13,63.328
4.500,185,5.469,90,66,9,7,63.328
4.500,190,-3.906,90,66,9,13,63.328
4.500,195,-3.906,90,66,9,13,63.328
4.500,205,2.344,90,66,9,3,63.328
4.500,210,-5.469,90,66,9,15,63.328
4.500,215,-2.344,90,66,9,11,63.328
4.500,220,-3.906,90,66,9,13,63.328
4.500,225,2.344,90,66,9,3,63.328
4.500,230,5.469,90,66,9,7,63.328
4.500,235,5.469,90,66,9,7,63.328
4.500,245,5.469,90,66,9,7,63.328
4.500,255,0.781,90,66,9,1,63.328
4.500,260,5.469,90,66,9,7,63.328
4.500,265,5.469,90,66,9,7,63.328
4.500,270,-5.469,90,66,9,15,63.328
4.500,285,5.469,90,66,9,7,63.328
4.500,290,2.344,90,66,9,3,63.328
4.500,300,2.344,90,66,9,3,63.328
4.500,305,0.781,90,66,9,1,63.328
4.500,310,3.906,90,66,9,5,63.328
4.500,315,3.906,90,66,9,5,63.328
4.500,320,5.469,90,66,9,7,63.328
4.500,365,5.469,90,66,9,7,63.328
4.500,370,0.781,90,66,9,1,63.328
4.500,375,2.344,90,66,9,3,63.328
4.500,380,-2.344,90,66,9,11,63.328
4.500,385,-0.781,90,66,9,9,63.328
4.500,390,3.906,90,66,9,5,63.328
4.500,395,-5.469,90,66,9,15,63.328
4.500,405,-0.781,90,66,9,9,63.328
4.500,415,-3.906,90,66,9,13,63.328
4.500,420,5.469,90,66,9,7,63.328
4.500,425,-0.781,90,66,9,9,63.328
4.500,430,0.781,90,66,9,1,63.328
4.500,435,0.781,90,66,9,1,63.328
4.500,440,2.344,90,66,9,3,63.328
4.500,445,-2.344,90,66,9,11,63.328
4.500,455,-3.906,90,66,9,13,63.328
4.500,460,3.906,90,66,9,5,63.328
4.500,465,-5.469,90,66,9,15,63.328
4.500,475,2.344,90,66,9,3,63.328
4.500,480,2.344,90,66,9,3,63.328
4.500,485,2.344,90,66,9,3,63.328
4.500,490,2.344,90,72,10,3,63.328
4.500,495,-0.781,90,66,9,9,63.328
4.500,510,-0.781,90,66,9,9,63.328
