Freq,Range,Doppler,Polarize,Ampltude,Ampltude_before_proc,Antena_channel,Noise
1.600,130,2.344,90,78,11,3,73.641
1.600,140,2.344,90,78,11,3,73.641
1.600,145,2.344,90,78,11,3,73.641
1.600,190,2.344,90,78,11,3,73.641
1.600,205,2.344,90,78,11,3,73.641
1.600,210,2.344,90,78,11,3,73.641
1.600,270,2.344,90,78,11,3,73.641
1.600,275,2.344,90,78,11,3,73.641
1.600,290,2.344,90,78,11,3,73.641
1.600,410,2.344,90,78,11,3,73.641
1.600,415,2.344,90,78,11,3,73.641
1.600,435,2.344,90,78,11,3,73.641
1.600,495,2.344,90,78,11,3,73.641
1.600,500,2.344,90,78,11,3,73.641
1.600,515,2.344,90,78,11,3,73.641
1.600,520,2.344,90,78,11,3,73.641
1.600,540,2.344,90,78,11,3,73.641
1.600,545,2.344,90,78,11,3,73.641
1.600,555,2.344,90,78,11,3,73.641
1.600,560,2.344,90,78,11,3,73.641
1.600,580,2.344,90,78,11,3,73.641
1.600,600,2.344,90,78,11,3,73.641
1.600,605,2.344,90,78,11,3,73.641
1.600,620,2.344,90,78,11,3,73.641
1.600,625,2.344,90,78,11,3,73.641
1.600,640,2.344,90,78,11,3,73.641
1.600,645,2.344,90,78,11,3,73.641
1.600,665,2.344,90,78,11,3,73.641
1.700,65,2.344,90,78,11,3,76.078
1.700,75,2.344,90,78,11,3,76.078
1.700,80,2.344,90,78,11,3,76.078
1.700,85,2.344,90,78,11,3,76.078
1.700,90,2.344,90,78,11,3,76.078
1.700,95,2.344,90,78,11,3,76.078
1.700,100,2.344,90,78,11,3,76.078
1.700,110,-3.906,90,78,11,13,76.078
1.700,115,-3.906,90,78,11,13,76.078
1.700,120,-3.906,90,78,11,13,76.078
1.700,125,-3.906,90,78,11,13,76.078
1.700,130,-3.906,90,78,11,13,76.078
1.700,135,-3.906,90,78,11,13,76.078
1.700,140,2.344,90,78,11,3,76.078
1.700,145,2.344,90,78,11,3,76.078
1.700,150,2.344,90,78,11,3,76.078
1.700,155,2.344,90,78,11,3,76.078
1.700,160,2.344,90,78,11,3,76.078
1.700,165,2.344,90,78,11,3,76.078
1.700,170,2.344,90,78,11,3,76.078
1.700,175,2.344,90,78,11,3,76.078
1.700,180,2.344,90,78,11,3,76.078
1.700,185,2.344,90,78,11,3,76.078
1.700,190,2.344,90,78,11,3,76.078
1.700,205,-2.344,90,78,11,11,76.078
1.700,210,-2.344,90,78,11,11,76.078
1.700,225,2.344,90,78,11,3,76.078
1.700,230,2.344,90,78,11,3,76.078
1.700,235,2.344,90,78,11,3,76.078
1.700,240,2.344,90,78,11,3,76.078
1.700,245,2.344,90,78,11,3,76.078
1.700,250,2.344,90,78,11,3,76.078
1.700,255,2.344,90,78,11,3,76.078
1.700,260,2.344,90,78,11,3,76.078
1.700,265,2.344,90,78,11,3,76.078
1.700,270,2.344,90,78,11,3,76.078
1.700,275,2.344,90,78,11,3,76.078
1.700,280,2.344,90,78,11,3,76.078
1.700,285,2.344,90,78,11,3,76.078
1.700,290,2.344,90,78,11,3,76.078
1.700,295,2.344,90,78,11,3,76.078
1.700,300,2.344,90,78,11,3,76.078
1.700,305,2.344,90,78,11,3,76.078
1.700,310,2.344,90,78,11,3,76.078
1.700,315,2.344,90,78,11,3,76.078
1.700,320,2.344,90,78,11,3,76.078
1.700,325,2.344,90,78,11,3,76.078
1.700,330,2.344,90,78,11,3,76.078
1.700,335,2.344,90,78,11,3,76.078
1.700,340,2.344,90,78,11,3,76.078
1.700,345,2.344,90,78,11,3,76.078
1.700,350,2.344,90,78,11,3,76.078
1.700,355,2.344,90,78,11,3,76.078
1.700,360,2.344,90,78,11,3,76.078
1.700,365,2.344,90,78,11,3,76.078
1.700,370,2.344,90,78,11,3,76.078
1.700,375,2.344,90,78,11,3,76.078
1.700,380,2.344,90,78,11,3,76.078
1.700,385,2.344,90,78,11,3,76.078
1.700,390,2.344,90,78,11,3,76.078
1.700,395,2.344,90,78,11,3,76.078
1.700,400,2.344,90,78,11,3,76.078
1.700,405,2.344,90,78,11,3,76.078
1.700,410,2.344,90,78,11,3,76.078
1.700,415,-2.344,90,78,11,11,76.078
1.700,420,-2.344,90,78,11,11,76.078
1.700,425,-2.344,90,78,11,11,76.078
1.700,430,-2.344,90,78,11,11,76.078
1.700,435,-2.344,90,78,11,11,76.078
1.700,440,-2.344,90,78,11,11,76.078
1.700,450,-2.344,90,78,11,11,76.078
1.700,460,-2.344,90,78,11,11,76.078
1.700,465,-2.344,90,78,11,11,76.078
1.700,470,-2.344,90,78,11,11,76.078
1.700,475,-2.344,90,78,11,11,76.078
1.700,480,-2.344,90,78,11,11,76.078
1.700,485,-2.344,90,78,11,11,76.078
1.700,580,2.344,90,78,11,3,76.078
1.700,595,-0.781,90,78,11,9,76.078
1.700,600,2.344,90,78,11,3,76.078
1.700,605,2.344,90,78,11,3,76.078
1.700,610,2.344,90,78,11,3,76.078
1.700,615,2.344,90,78,11,3,76.078
1.700,620,2.344,90,78,11,3,76.078
1.700,625,2.344,90,78,11,3,76.078
1.700,660,-0.781,90,78,11,9,76.078
1.700,665,-0.781,90,78,11,9,76.078
1.800,60,-2.344,90,72,10,11,68.719
1.800,65,-2.344,90,72,10,11,68.719
1.800,75,-2.344,90,72,10,11,68.719
1.800,90,-2.344,90,72,10,11,68.719
1.800,95,-2.344,90,72,10,11,68.719
1.800,110,0.781,90,72,10,1,68.719
1.800,125,-2.344,90,72,10,11,68.719
1.800,140,-2.344,90,72,10,11,68.719
1.800,145,2.344,90,72,10,3,68.719
1.800,175,-2.344,90,72,10,11,68.719
1.800,190,2.344,90,72,10,3,68.719
1.800,195,-2.344,90,72,10,11,68.719
1.800,205,-3.906,90,72,10,13,68.719
1.800,210,-2.344,90,72,10,11,68.719
1.800,225,-2.344,90,72,10,11,68.719
1.800,240,-2.344,90,72,10,11,68.719
1.800,255,-3.906,90,72,10,13,68.719
1.800,270,-2.344,90,72,10,11,68.719
1.800,275,-2.344,90,72,10,11,68.719
1.800,285,-3.906,90,72,10,13,68.719
1.800,295,2.344,90,72,10,3,68.719
1.800,310,0.781,90,72,10,1,68.719
1.800,320,2.344,90,72,10,3,68.719
1.800,325,0.781,90,72,10,1,68.719
1.800,335,2.344,90,72,10,3,68.719
1.800,340,2.344,90,72,10,3,68.719
1.800,355,2.344,90,72,10,3,68.719
1.800,370,2.344,90,72,10,3,68.719
1.800,375,2.344,90,72,10,3,68.719
1.800,380,2.344,90,72,10,3,68.719
1.800,385,2.344,90,72,10,3,68.719
1.800,390,2.344,90,72,10,3,68.719
1.800,395,2.344,90,72,10,3,68.719
1.800,400,2.344,90,72,10,3,68.719
1.800,405,2.344,90,72,10,3,68.719
1.800,415,2.344,90,72,10,3,68.719
1.800,420,2.344,90,72,10,3,68.719
1.800,425,-3.906,90,72,10,13,68.719
1.800,430,2.344,90,72,10,3,68.719
1.800,435,2.344,90,72,10,3,68.719
1.800,450,2.344,90,72,10,3,68.719
1.800,465,2.344,90,72,10,3,68.719
1.800,485,-3.906,90,72,10,13,68.719
1.800,495,2.344,90,72,10,3,68.719
1.800,500,2.344,90,72,10,3,68.719
1.800,515,2.344,90,72,10,3,68.719
1.800,530,2.344,90,72,10,3,68.719
1.800,545,2.344,90,72,10,3,68.719
1.800,550,0.781,90,72,10,1,68.719
1.800,600,5.469,90,72,10,7,68.719
1.800,635,0.781,90,72,10,1,68.719
1.800,645,2.344,90,72,10,3,68.719
1.800,660,0.781,90,72,10,1,68.719
1.800,665,5.469,90,72,10,7,68.719
1.800,675,2.344,90,72,10,3,68.719
1.800,680,5.469,90,72,10,7,68.719
1.800,685,-2.344,90,72,10,11,68.719
1.800,695,-3.906,90,72,10,13,68.719
1.900,60,-0.781,90,66,9,9,64.922
1.900,65,-2.344,90,66,9,11,64.922
1.900,70,-0.781,90,66,9,9,64.922
1.900,80,-2.344,90,66,9,11,64.922
1.900,85,2.344,90,66,9,3,64.922
1.900,90,-2.344,90,66,9,11,64.922
1.900,95,2.344,90,66,9,3,64.922
1.900,100,-0.781,90,66,9,9,64.922
1.900,105,-3.906,90,66,9,13,64.922
1.900,110,-0.781,90,66,9,9,64.922
1.900,115,-0.781,90,66,9,9,64.922
1.900,120,-3.906,90,66,9,13,64.922
1.900,125,-0.781,90,66,9,9,64.922
1.900,130,-2.344,90,66,9,11,64.922
1.900,150,5.469,90,66,9,7,64.922
1.900,155,-5.469,90,66,9,15,64.922
1.900,160,-2.344,90,66,9,11,64.922
1.900,165,-5.469,90,66,9,15,64.922
1.900,175,-0.781,90,66,9,9,64.922
1.900,180,3.906,90,66,9,5,64.922
1.900,195,-3.906,90,66,9,13,64.922
1.900,200,-5.469,90,66,9,15,64.922
1.900,205,3.906,90,66,9,5,64.922
1.900,210,2.344,90,66,9,3,64.922
1.900,225,-5.469,90,66,9,15,64.922
1.900,230,-5.469,90,66,9,15,64.922
1.900,235,2.344,90,66,9,3,64.922
1.900,240,-0.781,90,66,9,9,64.922
1.900,245,5.469,90,66,9,7,64.922
1.900,260,-5.469,90,66,9,15,64.922
1.900,265,-5.469,90,66,9,15,64.922
1.900,270,0.781,90,66,9,1,64.922
1.900,275,-3.906,90,66,9,13,64.922
1.900,280,2.344,90,66,9,3,64.922
1.900,285,2.344,90,66,9,3,64.922
1.900,290,-2.344,90,66,9,11,64.922
1.900,295,-2.344,90,66,9,11,64.922
1.900,300,-3.906,90,66,9,13,64.922
1.900,310,-2.344,90,66,9,11,64.922
1.900,315,2.344,90,66,9,3,64.922
1.900,320,-2.344,90,66,9,11,64.922
1.900,325,-2.344,90,66,9,11,64.922
1.900,335,-2.344,90,66,9,11,64.922
1.900,340,-2.344,90,66,9,11,64.922
1.900,350,-3.906,90,66,9,13,64.922
1.900,355,-2.344,90,66,9,11,64.922
1.900,360,-3.906,90,66,9,13,64.922
1.900,365,5.469,90,66,9,7,64.922
1.900,370,-2.344,90,66,9,11,64.922
1.900,375,-2.344,90,66,9,11,64.922
1.900,385,2.344,90,72,10,3,64.922
1.900,390,-2.344,90,66,9,11,64.922
1.900,395,5.469,90,66,9,7,64.922
1.900,400,2.344,90,72,10,3,64.922
1.900,405,2.344,90,66,9,3,64.922
1.900,410,-2.344,90,66,9,11,64.922
1.900,420,2.344,90,66,9,3,64.922
1.900,425,5.469,90,66,9,7,64.922
1.900,430,2.344,90,72,10,3,64.922
