Freq,Range,Doppler,Pol,AMP PROCESSING,Amp,Antena_channel
4.400,435,5.469,90,66,9,7
4.400,440,-3.906,90,66,9,13
4.400,445,-0.781,90,66,9,9
4.400,450,3.906,90,60,8,5
4.400,455,-5.469,90,66,9,15
4.400,460,5.469,90,66,9,7
4.400,465,-5.469,90,60,8,15
4.400,470,0.781,90,66,9,1
4.400,475,2.344,90,66,9,3
4.400,480,-3.906,90,60,8,13
4.400,485,5.469,90,66,9,7
4.400,490,-2.344,90,66,9,11
4.400,495,3.906,90,66,9,5
4.400,500,0.781,90,66,9,1
4.400,505,-0.781,90,72,10,9
4.400,510,-0.781,90,78,11,9
4.400,515,-0.781,90,84,12,9
4.400,520,-0.781,90,72,10,9
4.400,525,-2.344,90,66,9,11
4.400,530,0.781,90,66,9,1
4.400,535,-0.781,90,60,8,9
4.400,540,0.781,90,66,9,1
4.400,545,-0.781,90,66,9,9
4.400,550,-0.781,90,66,9,9
4.400,555,-5.469,90,60,8,15
4.400,560,5.469,90,66,9,7
4.400,565,-5.469,90,66,9,15
4.400,570,-2.344,90,66,9,11
4.400,575,0.781,90,66,9,1
4.400,580,3.906,90,66,9,5
4.400,585,5.469,90,66,9,7
4.400,590,0.781,90,66,9,1
4.400,595,-5.469,90,66,9,15
4.400,600,5.469,90,66,9,7
4.400,605,3.906,90,60,8,5
4.400,610,5.469,90,60,8,7
4.400,615,3.906,90,66,9,5
4.400,620,3.906,90,66,9,5
4.400,625,0.781,90,66,9,1
4.400,630,5.469,90,66,9,7
4.400,635,-3.906,90,66,9,13
4.400,640,0.781,90,60,8,1
4.400,645,3.906,90,66,9,5
4.400,650,3.906,90,66,9,5
4.400,655,3.906,90,66,9,5
4.400,660,2.344,90,66,9,3
4.400,665,2.344,90,66,9,3
4.400,670,-5.469,90,60,8,15
4.400,675,-5.469,90,66,9,15
4.400,680,5.469,90,66,9,7
4.400,685,-0.781,90,60,8,9
4.400,690,-2.344,90,66,9,11
4.400,695,-3.906,90,60,8,13
4.500,60,5.469,90,66,9,7
4.500,65,-0.781,90,66,9,9
4.500,70,3.906,90,66,9,5
4.500,75,3.906,90,66,9,5
4.500,80,3.906,90,66,9,5
4.500,85,-0.781,90,66,9,9
4.500,90,2.344,90,66,9,3
4.500,95,5.469,90,66,9,7
4.500,100,5.469,90,66,9,7
4.500,105,2.344,90,66,9,3
4.500,110,0.781,90,66,9,1
4.500,115,0.781,90,66,9,1
4.500,120,-2.344,90,66,9,11
4.500,125,-5.469,90,66,9,15
4.500,130,-5.469,90,66,9,15
4.500,135,-5.469,90,66,9,15
4.500,140,-0.781,90,66,9,9
4.500,145,0.781,90,66,9,1
4.500,150,3.906,90,60,8,5
4.500,155,-5.469,90,60,8,15
4.500,160,-5.469,90,66,9,15
4.500,165,-3.906,90,66,9,13
4.500,170,5.469,90,66,9,7
4.500,175,-3.906,90,60,8,13
4.500,180,-3.906,90,66,9,13
4.500,185,5.469,90,66,9,7
4.500,190,-3.906,90,66,9,13
4.500,195,-3.906,90,66,9,13
4.500,200,-3.906,90,60,8,13
4.500,205,2.344,90,66,9,3
4.500,210,-5.469,90,66,9,15
4.500,215,-2.344,90,66,9,11
4.500,220,-3.906,90,66,9,13
4.500,225,2.344,90,66,9,3
4.500,230,5.469,90,66,9,7
4.500,235,5.469,90,66,9,7
4.500,240,2.344,90,60,8,3
4.500,245,5.469,90,66,9,7
4.500,250,-0.781,90,60,8,9
4.500,255,0.781,90,66,9,1
4.500,260,5.469,90,66,9,7
4.500,265,5.469,90,66,9,7
4.500,270,-5.469,90,66,9,15
4.500,275,-5.469,90,60,8,15
4.500,280,0.781,90,60,8,1
4.500,285,5.469,90,66,9,7
4.500,290,2.344,90,66,9,3
4.500,295,-2.344,90,60,8,11
4.500,300,2.344,90,66,9,3
4.500,305,0.781,90,66,9,1
4.500,310,3.906,90,66,9,5
4.500,315,3.906,90,66,9,5
4.500,320,5.469,90,66,9,7
4.500,325,2.344,90,60,8,3
4.500,330,0.781,90,12,0,1
4.500,335,3.906,-90,12,0,4
4.500,340,0.781,-90,42,5,0
4.500,345,0.781,-90,18,1,0
4.500,350,2.344,-90,24,2,2
4.500,355,0.781,-90,12,0,0
4.500,360,-3.906,90,60,8,13
4.500,365,5.469,90,66,9,7
4.500,370,0.781,90,66,9,1
4.500,375,2.344,90,66,9,3
4.500,380,-2.344,90,66,9,11
4.500,385,-0.781,90,66,9,9
4.500,390,3.906,90,66,9,5
4.500,395,-5.469,90,66,9,15
4.500,400,-2.344,90,60,8,11
4.500,405,-0.781,90,66,9,9
4.500,410,-2.344,90,60,8,11
4.500,415,-3.906,90,66,9,13
4.500,420,5.469,90,66,9,7
4.500,425,-0.781,90,66,9,9
4.500,430,0.781,90,66,9,1
4.500,435,0.781,90,66,9,1
4.500,440,2.344,90,66,9,3
4.500,445,-2.344,90,66,9,11
4.500,450,2.344,90,60,8,3
4.500,455,-3.906,90,66,9,13
4.500,460,3.906,90,66,9,5
4.500,465,-5.469,90,66,9,15
4.500,470,3.906,90,60,8,5
4.500,475,2.344,90,66,9,3
4.500,480,2.344,90,66,9,3
4.500,485,2.344,90,66,9,3
4.500,490,2.344,90,72,10,3
4.500,495,-0.781,90,66,9,9
4.500,500,3.906,90,60,8,5
4.500,505,0.781,90,60,8,1
4.500,510,-0.781,90,66,9,9
4.500,515,-0.781,90,72,10,9
4.500,520,0.781,90,66,9,1
4.500,525,-0.781,90,84,12,9
4.500,530,-0.781,90,90,13,9
4.500,535,0.781,90,78,11,1
4.500,540,0.781,90,66,9,1
4.500,545,-0.781,90,66,9,9
4.500,550,5.469,90,60,8,7
4.500,555,-3.906,90,66,9,13
4.500,560,5.469,90,66,9,7
4.500,565,-3.906,90,66,9,13
4.500,570,-3.906,90,60,8,13
4.500,575,-0.781,90,66,9,9
4.500,580,5.469,90,66,9,7
4.500,585,5.469,90,60,8,7
4.500,590,-3.906,90,66,9,13
4.500,595,-5.469,90,66,9,15
4.500,600,5.469,90,60,8,7
4.500,605,-2.344,90,72,10,11
4.500,610,-2.344,90,60,8,11
4.500,615,-0.781,90,66,9,9
4.500,620,-0.781,90,66,9,9
4.500,625,5.469,90,72,10,7
4.500,630,5.469,90,66,9,7
4.500,635,-5.469,90,66,9,15
4.500,640,5.469,90,60,8,7
4.500,645,2.344,90,60,8,3
4.500,650,3.906,90,66,9,5
4.500,655,5.469,90,66,9,7
4.500,660,-2.344,90,66,9,11
4.500,665,5.469,90,66,9,7
4.500,670,-0.781,90,66,9,9
4.500,675,-5.469,90,66,9,15
4.500,680,-2.344,90,66,9,11
4.500,685,-3.906,90,66,9,13
4.500,690,-0.781,90,66,9,9
4.500,695,5.469,90,66,9,7
4.600,60,-3.906,90,60,8,13
4.600,65,-0.781,90,66,9,9
4.600,70,-2.344,90,66,9,11
4.600,75,-5.469,90,66,9,15
4.600,80,3.906,90,66,9,5
4.600,85,-0.781,90,66,9,9
4.600,90,-3.906,90,60,8,13
4.600,95,-0.781,90,66,9,9
4.600,100,-2.344,90,66,9,11
4.600,105,-5.469,90,60,8,15
4.600,110,-5.469,90,60,8,15
4.600,115,-0.781,90,66,9,9
4.600,120,3.906,90,66,9,5
4.600,125,-3.906,90,66,9,13
4.600,130,-0.781,90,60,8,9
4.600,135,2.344,90,66,9,3
4.600,140,-0.781,90,66,9,9
4.600,145,5.469,90,60,8,7
4.600,150,0.781,90,60,8,1
4.600,155,3.906,90,66,9,5
4.600,160,-0.781,90,60,8,9
4.600,165,-0.781,90,60,8,9
4.600,170,5.469,90,66,9,7
4.600,175,0.781,90,66,9,1
4.600,180,-2.344,90,60,8,11
4.600,185,-2.344,90,66,9,11
4.600,190,-2.344,90,66,9,11
4.600,195,-2.344,90,66,9,11
4.600,200,-2.344,90,66,9,11
4.600,205,3.906,90,66,9,5
4.600,210,-5.469,90,66,9,15
4.600,215,-5.469,90,66,9,15
4.600,220,-0.781,90,66,9,9
4.600,225,-2.344,90,60,8,11
4.600,230,-0.781,90,66,9,9
4.600,235,5.469,90,60,8,7
4.600,240,5.469,90,66,9,7
4.600,245,2.344,90,60,8,3
4.600,250,-3.906,90,60,8,13
4.600,255,5.469,90,66,9,7
4.600,260,-3.906,90,60,8,13
4.600,265,3.906,90,66,9,5
4.600,270,3.906,90,66,9,5
4.600,275,5.469,90,66,9,7
4.600,280,2.344,90,66,9,3
4.600,285,3.906,90,66,9,5
4.600,290,-2.344,90,66,9,11
4.600,295,-2.344,90,66,9,11
4.600,300,-3.906,90,66,9,13
4.600,305,0.781,90,66,9,1
4.600,310,3.906,90,66,9,5
4.600,315,3.906,90,66,9,5
4.600,320,-3.906,90,66,9,13
4.600,325,-3.906,90,60,8,13
4.600,330,0.781,90,12,0,1
4.600,335,3.906,-90,12,0,4
4.600,340,0.781,-90,48,6,0
4.600,345,0.781,90,12,0,1
4.600,350,2.344,90,24,2,3
4.600,355,0.781,-90,12,0,0
4.600,360,5.469,90,66,9,7
4.600,365,2.344,90,66,9,3
4.600,370,3.906,90,60,8,5
4.600,375,-5.469,90,66,9,15
4.600,380,-5.469,90,66,9,15
4.600,385,0.781,90,60,8,1
4.600,390,0.781,90,72,10,1
4.600,395,0.781,90,66,9,1
4.600,400,-2.344,90,60,8,11
4.600,405,0.781,90,60,8,1
4.600,410,3.906,90,60,8,5
4.600,415,0.781,90,66,9,1
4.600,420,0.781,90,66,9,1
4.600,425,-3.906,90,60,8,13
4.600,430,-3.906,90,60,8,13
4.600,435,0.781,90,60,8,1
4.600,440,-5.469,90,60,8,15
4.600,445,-5.469,90,60,8,15
4.600,450,3.906,90,60,8,5
4.600,455,-5.469,90,60,8,15
4.600,460,5.469,90,60,8,7
4.600,465,-0.781,90,60,8,9
4.600,470,0.781,90,60,8,1
4.600,475,-5.469,90,60,8,15
4.600,480,-5.469,90,66,9,15
4.600,485,-5.469,90,66,9,15
4.600,490,-5.469,90,60,8,15
4.600,495,5.469,90,60,8,7
4.600,500,-3.906,90,66,9,13
4.600,505,2.344,90,60,8,3
4.600,510,5.469,90,66,9,7
4.600,515,2.344,90,60,8,3
4.600,520,-2.344,90,60,8,11
4.600,525,5.469,90,60,8,7
4.600,530,3.906,90,60,8,5
4.600,535,5.469,90,66,9,7
4.600,540,0.781,90,66,9,1
4.600,545,-0.781,90,66,9,9
4.600,550,-0.781,90,78,11,9
4.600,555,-0.781,90,84,12,9
4.600,560,0.781,90,78,11,1
4.600,565,0.781,90,66,9,1
4.600,570,-3.906,90,60,8,13
4.600,575,-3.906,90,60,8,13
4.600,580,-3.906,90,60,8,13
4.600,585,2.344,90,60,8,3
4.600,590,-3.906,90,60,8,13
4.600,595,5.469,90,60,8,7
4.600,600,-0.781,90,60,8,9
4.600,605,-3.906,90,66,9,13
4.600,610,0.781,90,60,8,1
4.600,615,-2.344,90,66,9,11
4.600,620,-5.469,90,66,9,15
4.600,625,-3.906,90,60,8,13
4.600,630,-3.906,90,60,8,13
4.600,635,-5.469,90,60,8,15
4.600,640,-3.906,90,60,8,13
4.600,645,-3.906,90,54,7,13
4.600,650,0.781,90,54,7,1
4.600,655,-3.906,90,60,8,13
4.600,660,-2.344,90,66,9,11
4.600,665,-2.344,90,60,8,11
4.600,670,-5.469,90,60,8,15
4.600,675,2.344,90,60,8,3
4.600,680,0.781,90,66,9,1
4.600,685,-5.469,90,60,8,15
4.600,690,-0.781,90,60,8,9
4.600,695,0.781,90,66,9,1
4.700,60,-0.781,90,66,9,9
4.700,65,-5.469,90,66,9,15
4.700,70,-3.906,90,66,9,13
4.700,75,5.469,90,60,8,7
4.700,80,-5.469,90,66,9,15
4.700,85,-2.344,90,60,8,11
4.700,90,-2.344,90,60,8,11
4.700,95,-3.906,90,60,8,13
4.700,100,-0.781,90,54,7,9
4.700,105,-2.344,90,66,9,11
4.700,110,-3.906,90,60,8,13
4.700,115,5.469,90,60,8,7
4.700,120,2.344,90,60,8,3
4.700,125,-2.344,90,60,8,11
4.700,130,-3.906,90,60,8,13
4.700,135,5.469,90,66,9,7
4.700,140,5.469,90,54,7,7
4.700,145,-5.469,90,60,8,15
4.700,150,-5.469,90,60,8,15
4.700,155,-5.469,90,60,8,15
4.700,160,-3.906,90,60,8,13
4.700,165,-2.344,90,60,8,11
4.700,170,-5.469,90,60,8,15
4.700,175,3.906,90,60,8,5
4.700,180,2.344,90,54,7,3
4.700,185,-3.906,90,60,8,13
4.700,190,-3.906,90,66,9,13
4.700,195,-0.781,90,60,8,9
4.700,200,-5.469,90,66,9,15
4.700,205,-5.469,90,54,7,15
4.700,210,3.906,90,60,8,5
4.700,215,-3.906,90,66,9,13
4.700,220,-5.469,90,54,7,15
4.700,225,-5.469,90,60,8,15
4.700,230,2.344,90,60,8,3
4.700,235,-5.469,90,60,8,15
4.700,240,3.906,90,60,8,5
4.700,245,0.781,90,60,8,1
4.700,250,3.906,90,66,9,5
4.700,255,5.469,90,66,9,7
4.700,260,-5.469,90,60,8,15
4.700,265,3.906,90,66,9,5
4.700,270,5.469,90,66,9,7
4.700,275,5.469,90,66,9,7
4.700,280,5.469,90,60,8,7
4.700,285,3.906,90,66,9,5
4.700,290,3.906,90,60,8,5
4.700,295,3.906,90,72,10,5
4.700,300,5.469,90,60,8,7
4.700,305,3.906,90,66,9,5
4.700,310,3.906,90,66,9,5
4.700,315,0.781,90,60,8,1
4.700,320,-0.781,90,66,9,9
4.700,325,-5.469,90,66,9,15
4.700,330,0.781,90,12,0,1
4.700,335,3.906,-90,12,0,4
4.700,340,0.781,-90,54,7,0
4.700,345,2.344,-90,12,0,2
4.700,350,2.344,90,24,2,3
4.700,355,0.781,-90,12,0,0
4.700,360,0.781,90,72,10,1
4.700,365,-5.469,90,78,11,15
4.700,370,-2.344,90,72,10,11
4.700,375,-2.344,90,60,8,11
4.700,380,-5.469,90,66,9,15
4.700,385,-5.469,90,66,9,15
4.700,390,-5.469,90,60,8,15
4.700,395,3.906,90,60,8,5
4.700,400,2.344,90,66,9,3
4.700,405,-0.781,90,72,10,9
4.700,410,-0.781,90,66,9,9
4.700,415,5.469,90,54,7,7
4.700,420,-0.781,90,66,9,9
4.700,425,-0.781,90,72,10,9
4.700,430,-0.781,90,72,10,9
4.700,435,5.469,90,60,8,7
4.700,440,-0.781,90,66,9,9
4.700,445,-0.781,90,72,10,9
4.700,450,-0.781,90,66,9,9
4.700,455,-5.469,90,60,8,15
4.700,460,-5.469,90,66,9,15
4.700,465,-2.344,90,66,9,11
4.700,470,-3.906,90,66,9,13
4.700,475,-5.469,90,54,7,15
4.700,480,-3.906,90,66,9,13
4.700,485,5.469,90,72,10,7
4.700,490,-3.906,90,72,10,13
4.700,495,2.344,90,60,8,3
4.700,500,-0.781,90,66,9,9
4.700,505,-2.344,90,66,9,11
4.700,510,-0.781,90,66,9,9
4.700,515,-2.344,90,60,8,11
4.700,520,-2.344,90,72,10,11
4.700,525,-2.344,90,72,10,11
4.700,530,-0.781,90,66,9,9
4.700,535,3.906,90,54,7,5
4.700,540,-2.344,90,66,9,11
4.700,545,-0.781,90,72,10,9
4.700,550,-0.781,90,66,9,9
4.700,555,2.344,90,54,7,3
4.700,560,3.906,90,66,9,5
4.700,565,3.906,90,72,10,5
4.700,570,3.906,90,66,9,5
4.700,575,-0.781,90,60,8,9
4.700,580,3.906,90,66,9,5
4.700,585,3.906,90,66,9,5
4.700,590,3.906,90,66,9,5
4.700,595,-0.781,90,72,10,9
4.700,600,0.781,90,72,10,1
4.700,605,5.469,90,72,10,7
4.700,610,5.469,90,72,10,7
4.700,615,5.469,90,54,7,7
4.700,620,5.469,90,72,10,7
4.700,625,5.469,90,72,10,7
4.700,630,3.906,90,66,9,5
4.700,635,3.906,90,60,8,5
4.700,640,5.469,90,72,10,7
4.700,645,3.906,90,72,10,5
4.700,650,5.469,90,66,9,7
4.700,655,3.906,90,54,7,5
4.700,660,3.906,90,66,9,5
4.700,665,3.906,90,72,10,5
4.700,670,3.906,90,72,10,5
4.700,675,-5.469,90,60,8,15
4.700,680,3.906,90,66,9,5
4.700,685,5.469,90,72,10,7
4.700,690,-5.469,90,66,9,15
4.700,695,-3.906,90,60,8,13
4.800,60,2.344,90,72,10,3
4.800,65,2.344,90,54,7,3
4.800,70,-5.469,90,66,9,15
4.800,75,-5.469,90,72,10,15
4.800,80,-5.469,90,60,8,15
4.800,85,-5.469,90,60,8,15
4.800,90,-5.469,90,66,9,15
4.800,95,3.906,90,66,9,5
4.800,100,-3.906,90,60,8,13
4.800,105,2.344,90,60,8,3
4.800,110,-2.344,90,66,9,11
4.800,115,-2.344,90,66,9,11
4.800,120,-2.344,90,66,9,11
4.800,125,0.781,90,60,8,1
4.800,130,-2.344,90,66,9,11
4.800,135,-2.344,90,72,10,11
4.800,140,-0.781,90,66,9,9
4.800,145,0.781,90,60,8,1
4.800,150,-0.781,90,66,9,9
4.800,155,-0.781,90,66,9,9
4.800,160,-0.781,90,66,9,9
4.800,165,-0.781,90,54,7,9
4.800,170,-0.781,90,66,9,9
4.800,175,-5.469,90,66,9,15
4.800,180,-5.469,90,72,10,15
4.800,185,-5.469,90,60,8,15
4.800,190,-3.906,90,60,8,13
4.800,195,-3.906,90,66,9,13
4.800,200,3.906,90,60,8,5
4.800,205,-3.906,90,66,9,13
4.800,210,3.906,90,72,10,5
4.800,215,3.906,90,72,10,5
4.800,220,3.906,90,66,9,5
4.800,225,5.469,90,60,8,7
4.800,230,3.906,90,66,9,5
4.800,235,3.906,90,72,10,5
4.800,240,5.469,90,66,9,7
4.800,245,5.469,90,54,7,7
4.800,250,5.469,90,66,9,7
4.800,255,5.469,90,72,10,7
4.800,260,5.469,90,66,9,7
4.800,265,-3.906,90,60,8,13
4.800,270,-3.906,90,66,9,13
4.800,275,-0.781,90,66,9,9
4.800,280,-0.781,90,66,9,9
4.800,285,5.469,90,54,7,7
4.800,290,-3.906,90,72,10,13
4.800,295,3.906,90,72,10,5
4.800,300,-0.781,90,72,10,9
4.800,305,-5.469,90,60,8,15
4.800,310,-0.781,90,66,9,9
4.800,315,-3.906,90,66,9,13
4.800,320,-3.906,90,60,8,13
4.800,325,-3.906,90,60,8,13
4.800,330,0.781,90,12,0,1
4.800,335,3.906,-90,12,0,4
4.800,340,0.781,-90,60,8,0
4.800,345,0.781,90,12,0,1
4.800,350,3.906,-90,24,2,4
4.800,355,0.781,-90,12,0,0
4.800,360,-0.781,90,60,8,9
4.800,365,0.781,90,66,9,1
4.800,370,5.469,90,60,8,7
4.800,375,-2.344,90,60,8,11
4.800,380,-5.469,90,60,8,15
4.800,385,-5.469,90,66,9,15
4.800,390,-0.781,90,60,8,9
4.800,395,-3.906,90,66,9,13
4.800,400,0.781,90,66,9,1
4.800,405,0.781,90,60,8,1
4.800,410,-2.344,90,60,8,11
4.800,415,-2.344,90,60,8,11
4.800,420,-2.344,90,66,9,11
4.800,425,5.469,90,60,8,7
4.800,430,2.344,90,60,8,3
4.800,435,-5.469,90,66,9,15
4.800,440,-3.906,90,60,8,13
4.800,445,0.781,90,60,8,1
4.800,450,-5.469,90,60,8,15
4.800,455,-5.469,90,66,9,15
4.800,460,0.781,90,60,8,1
4.800,465,2.344,90,60,8,3
4.800,470,-5.469,90,60,8,15
4.800,475,2.344,90,66,9,3
4.800,480,2.344,90,66,9,3
4.800,485,0.781,90,54,7,1
4.800,490,0.781,90,66,9,1
4.800,495,-5.469,90,66,9,15
4.800,500,-3.906,90,60,8,13
4.800,505,-5.469,90,60,8,15
4.800,510,-3.906,90,60,8,13
4.800,515,3.906,90,60,8,5
4.800,520,5.469,90,60,8,7
4.800,525,-5.469,90,66,9,15
4.800,530,5.469,90,60,8,7
4.800,535,2.344,90,60,8,3
4.800,540,2.344,90,60,8,3
4.800,545,5.469,90,60,8,7
4.800,550,-3.906,90,60,8,13
4.800,555,-2.344,90,66,9,11
4.800,560,-0.781,90,60,8,9
4.800,565,-2.344,90,60,8,11
4.800,570,2.344,90,66,9,3
4.800,575,3.906,90,60,8,5
4.800,580,-0.781,90,60,8,9
4.800,585,-5.469,90,60,8,15
4.800,590,-2.344,90,66,9,11
4.800,595,-2.344,90,60,8,11
4.800,600,-5.469,90,66,9,15
4.800,605,-5.469,90,60,8,15
4.800,610,-5.469,90,60,8,15
4.800,615,5.469,90,60,8,7
4.800,620,-0.781,90,60,8,9
4.800,625,3.906,90,60,8,5
4.800,630,-0.781,90,84,12,9
4.800,635,-0.781,90,84,12,9
4.800,640,-0.781,90,66,9,9
4.800,645,-2.344,90,60,8,11
4.800,650,-0.781,90,60,8,9
4.800,655,-0.781,90,66,9,9
4.800,660,5.469,90,60,8,7
4.800,665,-3.906,90,66,9,13
4.800,670,0.781,90,60,8,1
4.800,675,-0.781,90,66,9,9
4.800,680,-0.781,90,66,9,9
4.800,685,2.344,90,66,9,3
4.800,690,-2.344,90,66,9,11
4.800,695,-0.781,90,60,8,9
4.900,60,2.344,90,60,8,3
4.900,65,-3.906,90,60,8,13
4.900,70,-2.344,90,60,8,11
4.900,75,5.469,90,60,8,7
4.900,80,-2.344,90,60,8,11
4.900,85,5.469,90,60,8,7
4.900,90,-5.469,90,60,8,15
4.900,95,5.469,90,54,7,7
4.900,100,-3.906,90,66,9,13
4.900,105,-5.469,90,66,9,15
4.900,110,-5.469,90,66,9,15
4.900,115,-2.344,90,60,8,11
4.900,120,2.344,90,60,8,3
4.900,125,2.344,90,66,9,3
4.900,130,0.781,90,66,9,1
4.900,135,-2.344,90,66,9,11
4.900,140,-2.344,90,60,8,11
4.900,145,2.344,90,66,9,3
4.900,150,-0.781,90,66,9,9
4.900,155,-3.906,90,60,8,13
4.900,160,-2.344,90,66,9,11
4.900,165,2.344,90,66,9,3
4.900,170,3.906,90,66,9,5
4.900,175,2.344,90,54,7,3
4.900,180,-3.906,90,60,8,13
4.900,185,-0.781,90,60,8,9
4.900,190,-5.469,90,60,8,15
4.900,195,-5.469,90,66,9,15
4.900,200,3.906,90,60,8,5
4.900,205,-0.781,90,60,8,9
4.900,210,-5.469,90,66,9,15
4.900,215,-5.469,90,66,9,15
4.900,220,2.344,90,60,8,3
4.900,225,0.781,90,66,9,1
4.900,230,-0.781,90,60,8,9
4.900,235,5.469,90,60,8,7
4.900,240,-3.906,90,66,9,13
4.900,245,-0.781,90,66,9,9
4.900,250,3.906,90,66,9,5
4.900,255,3.906,90,60,8,5
4.900,260,5.469,90,66,9,7
4.900,265,-3.906,90,60,8,13
4.900,270,-2.344,90,60,8,11
4.900,275,-5.469,90,60,8,15
4.900,280,-2.344,90,66,9,11
4.900,285,0.781,90,60,8,1
4.900,290,5.469,90,60,8,7
4.900,295,-0.781,90,60,8,9
4.900,300,-3.906,90,60,8,13
4.900,305,3.906,90,60,8,5
4.900,310,-5.469,90,60,8,15
4.900,315,2.344,90,60,8,3
4.900,320,-5.469,90,60,8,15
4.900,325,-2.344,90,60,8,11
4.900,330,0.781,90,12,0,1
4.900,335,3.906,-90,12,0,4
4.900,340,0.781,-90,66,9,0
4.900,345,0.781,90,12,0,1
4.900,350,3.906,-90,24,2,4
4.900,355,0.781,-90,12,0,0
4.900,360,0.781,90,66,9,1
4.900,365,-5.469,90,60,8,15
4.900,370,-3.906,90,66,9,13
4.900,375,0.781,90,66,9,1
4.900,380,0.781,90,72,10,1
4.900,385,0.781,90,66,9,1
4.900,390,0.781,90,66,9,1
4.900,395,5.469,90,60,8,7
4.900,400,-0.781,90,60,8,9
4.900,405,-3.906,90,60,8,13
4.900,410,-0.781,90,66,9,9
4.900,415,-3.906,90,60,8,13
4.900,420,0.781,90,66,9,1
4.900,425,2.344,90,60,8,3
4.900,430,2.344,90,66,9,3
4.900,435,5.469,90,60,8,7
4.900,440,0.781,90,60,8,1
4.900,445,5.469,90,66,9,7
4.900,450,-2.344,90,60,8,11
4.900,455,0.781,90,66,9,1
4.900,460,-5.469,90,60,8,15
4.900,465,0.781,90,66,9,1
4.900,470,0.781,90,66,9,1
4.900,475,-5.469,90,60,8,15
4.900,480,-0.781,90,66,9,9
4.900,485,0.781,90,60,8,1
4.900,490,0.781,90,66,9,1
4.900,495,0.781,90,66,9,1
4.900,500,3.906,90,66,9,5
4.900,505,5.469,90,66,9,7
4.900,510,-5.469,90,66,9,15
4.900,515,-5.469,90,60,8,15
4.900,520,3.906,90,60,8,5
4.900,525,5.469,90,60,8,7
4.900,530,3.906,90,60,8,5
4.900,535,-2.344,90,60,8,11
4.900,540,5.469,90,60,8,7
4.900,545,3.906,90,66,9,5
4.900,550,2.344,90,60,8,3
4.900,555,-5.469,90,60,8,15
4.900,560,-2.344,90,60,8,11
4.900,565,-2.344,90,66,9,11
4.900,570,-0.781,90,60,8,9
4.900,575,-2.344,90,66,9,11
4.900,580,5.469,90,60,8,7
4.900,585,-0.781,90,66,9,9
4.900,590,2.344,90,66,9,3
4.900,595,0.781,90,60,8,1
4.900,600,3.906,90,66,9,5
4.900,605,0.781,90,60,8,1
4.900,610,-5.469,90,66,9,15
4.900,615,-5.469,90,60,8,15
4.900,620,-3.906,90,60,8,13
4.900,625,-0.781,90,66,9,9
4.900,630,-0.781,90,84,12,9
4.900,635,-0.781,90,84,12,9
4.900,640,-0.781,90,72,10,9
4.900,645,-2.344,90,60,8,11
4.900,650,-3.906,90,60,8,13
4.900,655,5.469,90,60,8,7
4.900,660,-5.469,90,60,8,15
4.900,665,2.344,90,60,8,3
4.900,670,-5.469,90,54,7,15
4.900,675,2.344,90,60,8,3
4.900,680,2.344,90,60,8,3
4.900,685,-0.781,90,66,9,9
4.900,690,-2.344,90,60,8,11
4.900,695,-0.781,90,60,8,9
5.000,60,-5.469,90,60,8,15
5.000,65,-2.344,90,60,8,11
5.000,70,-3.906,90,60,8,13
5.000,75,-0.781,90,66,9,9
5.000,80,0.781,90,60,8,1
5.000,85,5.469,90,66,9,7
5.000,90,3.906,90,66,9,5
5.000,95,-5.469,90,60,8,15
5.000,100,-5.469,90,66,9,15
5.000,105,-0.781,90,60,8,9
5.000,110,3.906,90,60,8,5
5.000,115,-2.344,90,60,8,11
5.000,120,-2.344,90,60,8,11
5.000,125,-5.469,90,60,8,15
5.000,130,-5.469,90,60,8,15
5.000,135,-5.469,90,60,8,15
5.000,140,2.344,90,66,9,3
5.000,145,3.906,90,60,8,5
5.000,150,0.781,90,60,8,1
5.000,155,5.469,90,60,8,7
5.000,160,5.469,90,66,9,7
5.000,165,-2.344,90,60,8,11
5.000,170,2.344,90,60,8,3
5.000,175,-5.469,90,60,8,15
5.000,180,0.781,90,60,8,1
5.000,185,-2.344,90,60,8,11
5.000,190,5.469,90,66,9,7
5.000,195,-5.469,90,60,8,15
5.000,200,-0.781,90,60,8,9
5.000,205,-0.781,90,66,9,9
5.000,210,-5.469,90,60,8,15
5.000,215,-2.344,90,60,8,11
5.000,220,-5.469,90,60,8,15
5.000,225,0.781,90,60,8,1
5.000,230,0.781,90,66,9,1
5.000,235,0.781,90,60,8,1
5.000,240,0.781,90,60,8,1
5.000,245,5.469,90,60,8,7
5.000,250,-0.781,90,60,8,9
5.000,255,-3.906,90,60,8,13
5.000,260,-5.469,90,60,8,15
5.000,265,5.469,90,60,8,7
5.000,270,-0.781,90,60,8,9
5.000,275,-3.906,90,60,8,13
5.000,280,-2.344,90,66,9,11
5.000,285,0.781,90,60,8,1
5.000,290,2.344,90,66,9,3
5.000,295,-5.469,90,60,8,15
5.000,300,0.781,90,66,9,1
5.000,305,5.469,90,60,8,7
5.000,310,5.469,90,60,8,7
5.000,315,-5.469,90,66,9,15
5.000,320,-5.469,90,54,7,15
5.000,325,-0.781,90,60,8,9
5.000,330,0.781,90,12,0,1
5.000,335,3.906,90,12,0,5
5.000,340,0.781,-90,12,0,0
5.000,345,0.781,90,102,15,1
5.000,350,3.906,90,24,2,5
